Index,AZT,DPT,AZN,DPN,AZP,DPP,Strike,Dip,Rake,Misfit,Depth,Mod
182,222,46,337,21,83,35,230,22,164,0.0134865392455,15,NewGudkova
210,239,55,5,22,106,25,236,28,144,0.0135555171838,15,NewGudkova
309,217,45,329,19,75,37,328,86,70,0.013573991578,15,NewGudkova
95,186,50,286,7,22,38,158,10,142,0.0135895646636,15,NewGudkova
183,221,46,335,21,81,36,230,22,166,0.0136323025301,15,NewGudkova
246,261,71,42,14,135,11,244,36,116,0.0136499587415,15,NewGudkova
157,209,44,318,17,64,39,220,18,172,0.0136735900777,15,NewGudkova
5,246,59,15,20,114,21,8,70,68,0.0136749328091,15,NewGudkova
127,195,45,298,11,38,41,198,12,170,0.0139867644845,15,NewGudkova
209,241,55,7,21,108,24,236,28,142,0.0139909024265,15,NewGudkova
193,224,47,341,22,87,33,232,24,162,0.0140880776008,15,NewGudkova
111,189,48,290,9,28,40,176,10,156,0.0141357506423,15,NewGudkova
198,236,53,358,21,101,28,234,26,148,0.0142377057617,15,NewGudkova
60,174,62,270,3,2,27,100,18,100,0.0143430301524,15,NewGudkova
274,176,72,81,1,350,16,262,62,92,0.0143846163576,15,NewGudkova
25,259,76,54,12,145,5,44,52,74,0.0144893812151,15,NewGudkova
12,252,64,30,19,126,16,20,64,68,0.0145692470884,15,NewGudkova
170,217,45,328,19,74,37,226,20,168,0.0147686694822,15,NewGudkova
109,190,48,290,8,27,39,174,10,154,0.0148997596865,15,NewGudkova
214,243,55,9,21,110,24,238,28,142,0.014914056937,15,NewGudkova
238,257,67,34,17,129,14,242,34,122,0.0149388751283,15,NewGudkova
286,187,50,286,7,23,38,286,84,82,0.0150435236118,15,NewGudkova
76,179,54,278,6,12,34,130,12,122,0.0150915860348,15,NewGudkova
148,200,43,306,15,51,42,214,16,178,0.015388915245,15,NewGudkova
41,196,81,72,4,341,7,66,38,82,0.0155258575838,15,NewGudkova
33,222,81,66,7,336,3,58,42,78,0.0155480147729,15,NewGudkova
49,178,70,83,1,352,19,80,26,86,0.0156039482736,15,NewGudkova
0,240,54,6,23,108,25,0,74,66,0.0156757714403,15,NewGudkova
149,206,44,312,15,56,41,216,16,174,0.0157599217515,15,NewGudkova
235,250,61,24,20,122,18,242,32,132,0.0157756854005,15,NewGudkova
216,239,54,5,22,107,26,238,28,146,0.0158222892639,15,NewGudkova
144,200,43,306,15,50,41,212,16,176,0.015907559622,15,NewGudkova
318,232,51,355,23,99,29,350,78,66,0.0161777910975,15,NewGudkova
29,242,79,61,10,151,0,52,46,76,0.0162234858363,15,NewGudkova
265,230,80,65,8,335,2,254,48,102,0.0162725631999,15,NewGudkova
55,175,64,268,1,358,25,92,20,94,0.0162929759924,15,NewGudkova
163,208,43,316,17,62,41,222,18,176,0.0162973302906,15,NewGudkova
165,215,45,326,19,72,37,224,20,168,0.0163671970156,15,NewGudkova
24,261,74,49,12,141,7,40,54,74,0.0163808315345,15,NewGudkova
224,250,60,20,20,118,20,240,30,134,0.0164257238443,15,NewGudkova
175,222,47,337,20,82,35,228,22,162,0.0164809874259,15,NewGudkova
317,231,50,350,21,94,31,346,80,68,0.0165379816554,15,NewGudkova
258,256,77,56,11,147,4,250,42,108,0.0165881753431,15,NewGudkova
118,189,46,292,11,32,41,190,12,168,0.0165911682314,15,NewGudkova
220,246,59,16,21,114,21,238,30,136,0.016591523744,15,NewGudkova
233,254,63,28,19,124,17,242,32,128,0.0166154105161,15,NewGudkova
3,244,57,11,20,110,23,4,72,68,0.0166410297449,15,NewGudkova
151,202,43,308,15,53,42,216,16,178,0.0166636242164,15,NewGudkova
68,176,57,274,4,7,31,114,14,110,0.0168602443415,15,NewGudkova
242,256,66,34,18,129,14,244,34,124,0.01688559026,15,NewGudkova
229,252,63,26,19,122,17,240,32,128,0.0169463581112,15,NewGudkova
61,177,60,272,2,3,29,102,16,100,0.0169920311983,15,NewGudkova
161,211,44,320,17,66,39,222,18,172,0.0170247093657,15,NewGudkova
211,237,54,3,22,105,26,236,28,146,0.0170615373107,15,NewGudkova
96,184,50,284,8,20,38,158,10,144,0.0170804764799,15,NewGudkova
252,257,71,44,15,137,9,246,38,116,0.017081815835,15,NewGudkova
13,256,65,31,17,126,16,22,64,70,0.0171042463298,15,NewGudkova
205,234,51,356,22,100,29,236,26,152,0.0172072704661,15,NewGudkova
142,200,44,304,13,47,42,210,14,176,0.0172688890994,15,NewGudkova
219,248,60,18,20,116,20,238,30,134,0.0173174129863,15,NewGudkova
67,177,58,274,4,7,31,112,14,108,0.0173678106781,15,NewGudkova
50,174,72,81,0,351,17,80,28,88,0.017421768651,15,NewGudkova
57,176,62,270,1,1,27,96,18,96,0.0174781699119,15,NewGudkova
15,256,66,33,17,128,14,24,62,70,0.0174792750017,15,NewGudkova
239,254,66,32,18,127,14,242,34,124,0.0175060228501,15,NewGudkova
2,242,56,11,22,112,23,4,72,66,0.0175432131433,15,NewGudkova
263,241,79,62,10,332,0,252,46,104,0.0175594834178,15,NewGudkova
16,258,66,35,17,130,14,26,62,70,0.0175597816276,15,NewGudkova
311,223,46,338,21,84,35,336,84,68,0.0176154225586,15,NewGudkova
54,172,66,266,1,356,23,90,22,94,0.0176361227555,15,NewGudkova
204,236,52,358,22,101,28,236,26,150,0.0176510169466,15,NewGudkova
128,193,45,296,11,37,42,198,12,172,0.0176829556511,15,NewGudkova
322,237,52,2,23,104,27,356,76,66,0.0178406080189,15,NewGudkova
34,233,82,65,6,335,1,58,44,80,0.0178987173278,15,NewGudkova
168,210,43,320,19,67,39,224,20,174,0.0179501187198,15,NewGudkova
42,191,79,74,4,343,9,68,36,82,0.0180136488303,15,NewGudkova
208,243,56,9,21,109,24,236,28,140,0.0181834678095,15,NewGudkova
181,224,47,339,20,84,35,230,22,162,0.0182245432017,15,NewGudkova
82,184,52,282,6,17,37,142,10,130,0.0182331077437,15,NewGudkova
243,254,64,32,19,128,15,244,34,126,0.0182544625908,15,NewGudkova
154,206,44,314,17,60,40,218,18,174,0.018337295837,15,NewGudkova
113,189,47,290,9,28,40,178,10,158,0.0183872970231,15,NewGudkova
189,231,50,350,21,93,31,232,24,154,0.0184758170729,15,NewGudkova
275,178,70,83,1,352,18,264,64,92,0.0184776132321,15,NewGudkova
51,176,70,83,0,353,19,82,26,88,0.0184928730427,15,NewGudkova
124,195,46,298,11,38,41,196,12,168,0.0186048958926,15,NewGudkova
230,250,62,24,19,121,18,240,32,130,0.0186915907648,15,NewGudkova
40,195,78,74,5,343,9,66,36,80,0.0187279726361,15,NewGudkova
184,219,45,332,21,80,36,230,22,168,0.0188138315742,15,NewGudkova
248,256,68,38,17,132,12,244,36,120,0.0188270612993,15,NewGudkova
84,183,51,282,6,17,37,144,10,132,0.0188614856865,15,NewGudkova
227,244,57,14,22,114,22,240,30,140,0.0188660786545,15,NewGudkova
303,210,43,320,19,68,39,320,88,70,0.0190537613286,15,NewGudkova
81,184,52,282,6,17,36,140,10,128,0.0190748944914,15,NewGudkova
321,235,52,0,23,102,27,354,76,66,0.0191869199218,15,NewGudkova
237,259,68,36,16,130,14,242,34,120,0.0192086372422,15,NewGudkova
1,242,55,6,21,107,25,0,74,68,0.0192926113694,15,NewGudkova
19,257,69,42,16,136,10,32,58,70,0.0193479222636,15,NewGudkova
21,262,70,43,15,136,11,34,58,72,0.0193943953385,15,NewGudkova
284,185,52,282,5,17,36,282,82,84,0.0194629432786,15,NewGudkova
30,255,80,60,8,150,2,52,48,78,0.0195335033014,15,NewGudkova
155,204,43,312,17,58,41,218,18,176,0.0195737157868,15,NewGudkova
221,244,58,14,21,113,22,238,30,138,0.0196108506463,15,NewGudkova
319,234,52,354,21,97,29,350,78,68,0.0196323244612,15,NewGudkova
8,251,60,22,20,120,20,14,68,68,0.0197322701374,15,NewGudkova
44,176,76,77,2,346,13,74,32,86,0.0197989069839,15,NewGudkova
18,261,69,39,15,132,13,30,60,72,0.0198186872276,15,NewGudkova
130,195,45,298,11,39,42,200,12,172,0.0198836252272,15,NewGudkova
228,254,64,28,18,124,17,240,32,126,0.0199286108391,15,NewGudkova
39,204,82,70,5,339,5,64,40,82,0.0199404907491,15,NewGudkova
77,179,54,278,6,13,34,132,12,124,0.0199577260615,15,NewGudkova
316,229,49,350,23,95,30,346,80,66,0.0199595263804,15,NewGudkova
298,206,44,312,15,56,40,312,88,74,0.0201193385178,15,NewGudkova
143,202,44,308,15,52,41,212,16,174,0.0201713633014,15,NewGudkova
315,229,50,348,21,92,31,344,80,68,0.0202445232968,15,NewGudkova
110,187,48,288,9,26,40,174,10,156,0.0203136695419,15,NewGudkova
206,233,50,354,23,98,29,236,26,154,0.0203730455862,15,NewGudkova
259,254,75,54,13,145,4,250,42,110,0.0204666608136,15,NewGudkova
69,176,57,274,5,7,31,116,14,112,0.0204692410197,15,NewGudkova
173,212,43,322,19,69,39,226,20,174,0.0204704897639,15,NewGudkova
70,182,56,278,4,11,33,118,12,110,0.0205050275408,15,NewGudkova
213,245,56,11,21,111,24,238,28,140,0.0205163815853,15,NewGudkova
141,201,44,306,13,49,41,210,14,174,0.0206378890991,15,NewGudkova
187,224,48,341,22,87,33,230,24,160,0.0207488342968,15,NewGudkova
134,194,44,298,13,41,42,204,14,176,0.0207561282941,15,NewGudkova
281,180,56,276,3,9,32,276,78,86,0.0208990818152,15,NewGudkova
186,226,48,343,22,88,32,230,24,158,0.020899433318,15,NewGudkova
135,199,45,304,13,46,41,206,14,172,0.0210175218627,15,NewGudkova
80,184,52,282,5,16,36,138,10,126,0.0211597886725,15,NewGudkova
23,264,73,47,13,139,9,38,56,74,0.0212573436854,15,NewGudkova
197,238,53,0,21,102,27,234,26,146,0.0212651733039,15,NewGudkova
179,215,44,328,21,76,37,228,22,170,0.0214494196549,15,NewGudkova
203,238,53,0,21,103,28,236,26,148,0.0214904625943,15,NewGudkova
132,197,45,302,13,44,41,204,14,172,0.0215392134122,15,NewGudkova
100,188,49,288,8,25,38,164,10,146,0.0215509992537,15,NewGudkova
6,248,59,17,20,116,21,10,70,68,0.0215970585172,15,NewGudkova
48,173,74,79,0,349,15,78,30,88,0.0216050029308,15,NewGudkova
312,224,48,341,21,86,33,338,82,68,0.0216058867988,15,NewGudkova
218,250,61,20,19,117,20,238,30,132,0.0216142865234,15,NewGudkova
64,174,60,272,4,5,29,108,16,106,0.0216208663415,15,NewGudkova
217,237,53,3,23,105,26,238,28,148,0.0216362596115,15,NewGudkova
273,182,74,79,3,349,14,262,60,94,0.0216548149563,15,NewGudkova
114,191,47,292,9,30,40,180,10,158,0.0217607512172,15,NewGudkova
131,193,44,298,13,41,41,202,14,174,0.0217927314517,15,NewGudkova
105,186,48,286,8,23,39,168,10,152,0.0218906536409,15,NewGudkova
20,260,70,41,15,134,11,32,58,72,0.0218953997746,15,NewGudkova
152,206,43,312,15,56,41,218,16,176,0.0220319970912,15,NewGudkova
160,204,42,312,17,58,41,220,18,178,0.0220584604648,15,NewGudkova
4,245,58,16,22,115,21,8,70,66,0.0220898358656,15,NewGudkova
66,178,58,274,3,6,31,110,14,106,0.0221085664262,15,NewGudkova
260,252,81,61,8,151,1,250,44,102,0.022128505344,15,NewGudkova
83,186,52,284,6,19,37,144,10,130,0.0221605345926,15,NewGudkova
257,257,78,55,10,146,4,248,42,106,0.0222185699761,15,NewGudkova
272,175,74,78,1,348,14,260,60,92,0.0222212976542,15,NewGudkova
323,239,53,1,21,103,27,356,76,68,0.022316060016,15,NewGudkova
241,259,67,36,17,131,14,244,34,122,0.0223634128669,15,NewGudkova
58,172,64,268,2,359,25,96,20,98,0.0224103457153,15,NewGudkova
145,198,43,304,15,49,42,212,16,178,0.0224357785689,15,NewGudkova
194,222,46,339,23,86,34,232,24,164,0.0224456451282,15,NewGudkova
294,197,45,300,11,41,41,300,88,78,0.0224527000825,15,NewGudkova
268,183,80,73,3,343,8,256,54,94,0.0224870577641,15,NewGudkova
249,258,68,40,17,134,12,246,36,120,0.0225990334738,15,NewGudkova
269,199,79,73,6,342,8,258,54,98,0.0226369695505,15,NewGudkova
236,248,60,22,21,120,19,242,32,134,0.0226472976756,15,NewGudkova
212,235,53,1,23,103,26,236,28,148,0.0227024868835,15,NewGudkova
121,189,45,292,11,32,41,192,12,170,0.022751311534,15,NewGudkova
52,177,68,85,0,355,21,84,24,88,0.0229058809227,15,NewGudkova
169,219,46,330,19,76,37,226,20,166,0.0229709816663,15,NewGudkova
43,180,74,79,2,348,15,74,30,84,0.0229962612642,15,NewGudkova
126,191,45,294,11,35,42,196,12,172,0.0230146325135,15,NewGudkova
290,189,45,292,11,33,41,292,88,78,0.023060909528,15,NewGudkova
35,212,80,69,7,338,5,60,40,78,0.0230775281585,15,NewGudkova
276,172,66,266,1,357,22,266,68,88,0.0231380741031,15,NewGudkova
314,228,48,345,21,90,33,342,82,68,0.0231765662331,15,NewGudkova
98,184,49,284,8,21,38,160,10,146,0.0233214192782,15,NewGudkova
53,174,66,266,0,356,23,88,22,92,0.023330083131,15,NewGudkova
188,222,47,339,22,85,33,230,24,162,0.0234217526112,15,NewGudkova
153,207,44,316,17,62,39,218,18,172,0.0234708326293,15,NewGudkova
297,204,44,310,15,54,40,310,88,74,0.0235158573674,15,NewGudkova
10,253,62,27,20,124,18,18,66,68,0.0235434266284,15,NewGudkova
296,199,45,304,13,47,41,304,88,76,0.0235963239685,15,NewGudkova
289,191,48,292,9,31,40,292,86,80,0.0236180220084,15,NewGudkova
195,230,48,347,22,92,32,234,24,158,0.0236980180194,15,NewGudkova
185,227,49,345,21,90,31,230,24,156,0.0237117435687,15,NewGudkova
231,248,61,22,20,120,18,240,32,132,0.0238488007214,15,NewGudkova
223,252,61,22,19,119,20,240,30,132,0.0239122918357,15,NewGudkova
305,212,43,322,19,70,39,322,88,70,0.0239337369087,15,NewGudkova
112,191,48,292,9,30,40,178,10,156,0.0239543415907,15,NewGudkova
308,216,44,329,21,77,37,328,86,68,0.0240787260775,15,NewGudkova
88,183,51,282,7,18,37,148,10,136,0.0241119846089,15,NewGudkova
320,234,51,357,23,101,29,352,78,66,0.0241389342097,15,NewGudkova
129,197,45,300,11,40,41,200,12,170,0.0241819848061,15,NewGudkova
174,224,48,339,20,84,34,228,22,160,0.024244996791,15,NewGudkova
156,211,45,320,17,65,39,220,18,170,0.024245847675,15,NewGudkova
300,208,44,314,15,58,40,314,88,74,0.0242637967459,15,NewGudkova
240,252,64,30,19,126,15,242,34,126,0.0243409003061,15,NewGudkova
207,245,57,11,20,110,23,236,28,138,0.0243570631417,15,NewGudkova
245,264,72,44,13,136,11,244,36,114,0.0243594418222,15,NewGudkova
14,254,65,34,19,129,14,24,62,68,0.0244376675995,15,NewGudkova
324,238,54,4,23,106,25,358,74,66,0.0244395621712,15,NewGudkova
264,221,83,66,5,336,2,252,48,98,0.0244924673551,15,NewGudkova
232,256,64,30,18,126,17,242,32,126,0.0245744487312,15,NewGudkova
78,178,54,278,7,13,34,134,12,126,0.0246507703762,15,NewGudkova
196,228,48,345,22,91,33,234,24,160,0.0246840903224,15,NewGudkova
45,180,72,81,2,350,17,76,28,84,0.0246841280353,15,NewGudkova
138,201,45,306,13,48,41,208,14,172,0.0246903112771,15,NewGudkova
164,217,46,328,19,74,37,224,20,166,0.0247609232657,15,NewGudkova
244,252,63,31,20,127,15,244,34,128,0.0247991197889,15,NewGudkova
65,180,58,276,3,8,31,110,14,104,0.0248061313386,15,NewGudkova
253,263,76,54,11,145,6,248,40,108,0.0248438206437,15,NewGudkova
256,260,79,57,9,148,3,248,42,104,0.0248609030766,15,NewGudkova
304,212,44,320,17,66,40,320,88,72,0.0248900424969,15,NewGudkova
222,242,57,12,22,112,22,238,30,140,0.0249153410696,15,NewGudkova
279,179,60,272,1,3,28,272,74,88,0.0249535072727,15,NewGudkova
306,213,45,325,19,71,37,324,86,70,0.0249901096542,15,NewGudkova
91,187,51,286,7,22,37,154,10,138,0.0250662445151,15,NewGudkova
180,226,48,341,20,86,34,230,22,160,0.025071199908,15,NewGudkova
11,255,63,26,18,122,18,18,66,70,0.0251074603784,15,NewGudkova
283,180,52,281,7,17,36,280,82,82,0.0252492647319,15,NewGudkova
295,197,45,302,13,45,41,302,88,76,0.025274450826,15,NewGudkova
133,193,45,296,11,36,41,196,12,170,0.000296959429376,35,NewGudkova
285,176,62,270,1,1,26,270,72,88,0.000827548529568,35,NewGudkova
51,177,72,81,1,350,17,78,28,86,0.00105289202079,35,NewGudkova
297,193,45,296,11,37,41,296,88,78,0.00194082735495,35,NewGudkova
97,185,51,284,7,20,37,152,10,138,0.00228144451246,35,NewGudkova
112,188,48,288,8,25,39,170,10,152,0.00265098422778,35,NewGudkova
105,186,49,286,8,23,38,162,10,146,0.00302222355989,35,NewGudkova
98,184,50,284,7,20,38,154,10,140,0.00314825872516,35,NewGudkova
159,204,43,310,15,54,41,216,16,176,0.00376854139027,35,NewGudkova
39,209,81,69,6,339,5,62,40,80,0.00408536647305,35,NewGudkova
107,186,49,286,8,23,39,164,10,148,0.00454836684674,35,NewGudkova
184,215,44,326,19,73,38,226,20,170,0.00461524697125,35,NewGudkova
203,228,48,345,22,90,32,232,24,158,0.00482508139059,35,NewGudkova
303,210,44,318,17,64,40,318,88,72,0.0052565581322,35,NewGudkova
78,181,55,278,4,11,33,122,12,114,0.00545898574989,35,NewGudkova
30,251,79,59,10,149,2,50,48,76,0.0056134245243,35,NewGudkova
276,203,80,71,6,340,6,256,52,98,0.00579461814444,35,NewGudkova
266,260,75,52,12,143,6,248,40,110,0.00605079170944,35,NewGudkova
147,198,44,302,13,45,42,208,14,176,0.00610782276219,35,NewGudkova
79,180,55,278,5,12,34,124,12,116,0.00616857043616,35,NewGudkova
40,201,80,71,6,341,7,64,38,80,0.0062107230865,35,NewGudkova
204,226,48,343,22,89,33,232,24,160,0.00658544884801,35,NewGudkova
291,185,50,284,7,21,38,284,84,82,0.00672669912495,35,NewGudkova
237,248,59,18,21,116,21,240,30,136,0.00688990889549,35,NewGudkova
21,259,72,46,14,138,9,36,56,72,0.0071827880667,35,NewGudkova
272,241,81,63,8,333,0,252,46,102,0.00732838619204,35,NewGudkova
279,182,76,77,3,347,12,260,58,94,0.0075535850293,35,NewGudkova
312,226,48,343,21,88,33,340,82,68,0.00773105954082,35,NewGudkova
229,241,55,7,22,108,25,238,28,144,0.00773390321583,35,NewGudkova
246,252,62,26,19,123,18,242,32,130,0.00774034067386,35,NewGudkova
185,213,44,324,19,71,39,226,20,172,0.0079793741365,35,NewGudkova
198,221,46,335,21,81,36,230,22,166,0.00846781702606,35,NewGudkova
110,188,49,288,8,25,39,168,10,150,0.00887220064776,35,NewGudkova
197,222,46,337,21,83,35,230,22,164,0.00888095490039,35,NewGudkova
238,246,58,16,21,115,22,240,30,138,0.00898566827467,35,NewGudkova
156,202,43,308,15,52,41,214,16,176,0.00904142673015,35,NewGudkova
167,208,44,316,17,62,40,220,18,174,0.00908524850822,35,NewGudkova
263,260,72,46,14,139,9,246,38,114,0.00912873575761,35,NewGudkova
308,217,45,329,19,75,37,328,86,70,0.00915115107202,35,NewGudkova
103,186,50,286,8,22,38,160,10,144,0.0091795534574,35,NewGudkova
289,180,54,279,5,13,34,278,80,84,0.00922452939857,35,NewGudkova
117,189,48,290,9,28,40,176,10,156,0.00928386962396,35,NewGudkova
63,175,62,270,2,1,27,98,18,98,0.00935774134249,35,NewGudkova
298,195,45,298,11,39,41,298,88,78,0.00946215675591,35,NewGudkova
67,176,60,272,3,4,29,104,16,102,0.0095914458839,35,NewGudkova
146,199,44,304,13,47,41,208,14,174,0.0101776104886,35,NewGudkova
26,259,76,54,12,145,5,44,52,74,0.010427581203,35,NewGudkova
267,258,74,50,13,142,6,248,40,112,0.0106648043606,35,NewGudkova
228,243,55,9,21,110,24,238,28,142,0.0107375372911,35,NewGudkova
27,254,77,56,12,147,3,46,50,74,0.0107586743988,35,NewGudkova
143,197,44,302,13,45,41,206,14,174,0.0107773122693,35,NewGudkova
50,176,74,79,1,348,15,76,30,86,0.0108193123668,35,NewGudkova
34,233,81,64,8,334,1,56,44,78,0.0109025364032,35,NewGudkova
135,195,45,298,11,38,41,198,12,170,0.0109244951641,35,NewGudkova
131,191,45,294,11,34,41,194,12,170,0.0111378569735,35,NewGudkova
202,229,49,347,21,92,31,232,24,156,0.0115043686782,35,NewGudkova
310,221,46,336,21,82,35,334,84,68,0.011512526144,35,NewGudkova
150,200,44,304,13,47,42,210,14,176,0.0116667661772,35,NewGudkova
173,208,43,316,17,62,41,222,18,176,0.0118339494588,35,NewGudkova
230,239,54,5,22,107,26,238,28,146,0.0118825998104,35,NewGudkova
168,206,43,314,17,60,41,220,18,176,0.0118830066492,35,NewGudkova
53,178,70,83,1,352,19,80,26,86,0.0119043056308,35,NewGudkova
253,256,66,34,18,129,14,244,34,124,0.01194977755,35,NewGudkova
220,234,51,356,22,100,29,236,26,152,0.0120029845437,35,NewGudkova
274,230,80,65,8,335,2,254,48,102,0.0121134378684,35,NewGudkova
38,220,82,67,6,337,3,60,42,80,0.012126317593,35,NewGudkova
247,250,61,24,20,122,18,242,32,132,0.0121577207135,35,NewGudkova
268,256,77,56,11,147,4,250,42,108,0.0122593562764,35,NewGudkova
93,185,51,284,6,19,37,148,10,134,0.0123034525822,35,NewGudkova
296,191,45,294,11,35,41,294,88,78,0.0123649979438,35,NewGudkova
17,257,68,38,17,132,12,28,60,70,0.0124249925549,35,NewGudkova
