439,180,26,77,25,310,52,70,76,-116,0.000955322
837,106,45,200,4,294,44,102,4,172,0.002454391
2747,54,25,156,25,286,54,344,74,-64,0.002947742
2134,161,38,57,17,307,47,310,18,-16,0.003359319
698,34,5,127,31,295,58,94,48,-134,0.003489852
2311,181,26,78,26,310,52,314,30,-30,0.003533782
2673,43,15,142,29,289,57,336,66,-58,0.003831032
2100,132,45,36,6,300,44,310,6,4,0.004006565
2179,132,45,36,6,300,44,312,6,6,0.004151393
978,100,45,196,6,292,45,106,6,-180,0.004464775
1070,91,43,190,10,290,46,108,10,-172,0.004468399
896,106,45,200,4,294,44,104,4,174,0.004501096
2490,201,8,106,31,304,58,322,46,-44,0.0048194
2105,138,44,40,8,302,44,310,8,0,0.004882645
591,201,8,106,31,304,58,86,60,-126,0.005328307
2365,187,21,85,28,309,54,316,34,-34,0.005504218
1057,100,44,196,6,292,45,108,6,-178,0.005735187
1086,77,38,179,15,287,48,108,16,-162,0.00587072
2049,147,42,46,12,304,45,308,12,-8,0.005937024
579,112,46,204,2,296,44,86,2,152,0.00599595
791,106,46,200,4,294,44,100,4,170,0.006018638
556,112,46,204,2,296,44,84,2,150,0.006338456
603,112,46,204,2,296,44,88,2,154,0.006363423
640,207,1,116,31,299,59,90,54,-130,0.006427863
1091,74,37,177,17,287,48,108,18,-160,0.006503232
1081,82,40,184,14,288,47,108,14,-166,0.006536209
2578,32,4,124,31,296,59,328,56,-52,0.006707779
2036,138,44,40,8,302,45,308,8,-2,0.007154633
2338,126,46,32,4,298,44,316,4,14,0.007205367
535,112,46,204,2,296,44,82,2,148,0.0072633
1020,67,33,170,20,286,50,106,22,-156,0.007297885
627,112,46,204,2,296,44,90,2,156,0.007360896
816,44,16,143,28,288,57,100,38,-140,0.007475129
2230,175,30,70,23,309,50,312,26,-26,0.007514626
2054,152,41,50,14,306,46,308,14,-12,0.007555499
2139,165,36,61,19,309,48,310,20,-20,0.007579193
2259,126,46,32,4,298,44,314,4,12,0.00763626
2565,122,46,30,2,298,44,328,2,28,0.007750696
2523,206,3,114,31,301,59,324,50,-48,0.007816488
1141,91,42,190,10,290,46,110,10,-170,0.007954123
2591,122,46,30,2,298,44,330,2,30,0.008048073
2536,122,46,30,2,298,44,326,2,26,0.008093377
2730,51,22,153,27,287,54,342,72,-62,0.008325321
948,58,27,161,24,286,52,104,28,-150,0.00848986
514,112,46,204,2,296,44,80,2,146,0.008558681
2225,172,32,68,22,310,50,312,24,-24,0.008602113
1064,96,44,194,8,292,45,108,8,-176,0.008776522
652,112,46,204,2,296,44,92,2,158,0.008795999
